cluster_0	12	CCNC	CDK19	CDK8	MED1	MED12	MED13	MED19	MED23	MED24	MED28	MED4	MED7
cluster_1	12	PSMA1	PSMA2	PSMA5	PSMA7	PSMB1	PSMB2	PSMB3	PSMB4	PSMB7	PSMB9	PSME1	PSME2
cluster_2	9	CCDC22	CCDC93	COMMD1	COMMD2	COMMD3	COMMD4	COMMD6	COMMD8	NUP62
cluster_3	8	COPS2	COPS3	COPS6	COPS7B	COPS8	FEM1B	GPS1	MYEOV2
cluster_4	7	ACAD9	ECSIT	NDUFA13	NDUFAF1	NDUFAF4	NDUFB5	NDUFC2
cluster_5	7	APPBP2	COPS2	COPS3	COPS7B	COPS8	GPS1	MYEOV2
cluster_6	7	C1D	EXOSC2	EXOSC4	EXOSC5	EXOSC7	MPHOSPH6	ZFC3H1
cluster_7	7	CCDC22	CCDC93	COMMD1	COMMD2	COMMD3	COMMD8	KIF2B
cluster_8	7	COPS2	COPS3	COPS5	COPS6	COPS7A	FBXL14	GPS1
cluster_9	7	DSN1	MIS12	NDC80	NSL1	NUF2	PMF1	TPST2
cluster_10	7	DSN1	MIS12	NSL1	S100A2	SPC24	SPC25	ZWINT
cluster_11	7	GPSM3	YWHAB	YWHAE	YWHAG	YWHAH	YWHAQ	YWHAZ
cluster_12	7	ISL2	LDB1	LMX1B	MFAP4	SSBP2	SSBP3	SSBP4
cluster_13	7	LSM1	LSM2	LSM3	LSM4	LSM5	LSM6	LSM7
cluster_14	7	TBC1D4	YWHAB	YWHAE	YWHAG	YWHAH	YWHAQ	YWHAZ
cluster_15	6	ANKRD39	COPS2	COPS6	COPS7A	GPS1	SKP2
cluster_16	6	ARHGEF6	ARHGEF7	GIT1	GIT2	YWHAG	YWHAH
cluster_17	6	ATG9A	YWHAB	YWHAG	YWHAH	YWHAQ	YWHAZ
cluster_18	6	C7orf30	MRPL30	MRPL47	MRPL50	MRPL51	PDGFB
cluster_19	6	CCDC22	CNGA4	COMMD1	COMMD2	COMMD3	COMMD8
cluster_20	6	CCDC93	COMMD1	COMMD2	COMMD3	COMMD4	COMMD6
cluster_21	6	CCNA2	CDK2	CDK3	CKS1B	CKS2	GMNN
cluster_22	6	CCT2	CCT3	CCT5	CCT6B	CCT7	METAP2
cluster_23	6	CCT2	CCT3	CCT5	CCT7	FBXW8	PDCL3
cluster_24	6	COMMD1	COMMD4	COMMD6	COMMD8	E2F6	TFDP1
cluster_25	6	COPS2	COPS3	COPS5	COPS6	COPS7A	FBXL5
cluster_26	6	EXTL3	NDUFA12	NDUFB3	NDUFB8	NDUFS4	NDUFV3
cluster_27	6	IFT20	IFT27	IFT57	RABL5	TTC30A	TTC30B
cluster_28	6	ISL2	LDB1	LMO2	SSBP2	SSBP3	SSBP4
cluster_29	6	ISL2	LDB1	PICK1	SSBP2	SSBP3	SSBP4
cluster_30	6	NDUFA12	NDUFA7	NDUFB8	NDUFS4	NDUFS6	VAPB
cluster_31	6	PPFIA1	YWHAB	YWHAG	YWHAH	YWHAQ	YWHAZ
cluster_32	6	PRICKLE3	YWHAB	YWHAE	YWHAG	YWHAH	YWHAZ
cluster_33	6	REEP4	YWHAB	YWHAG	YWHAH	YWHAQ	YWHAZ
cluster_34	6	STX12	STX6	STX7	STX8	VAMP3	VTI1B
cluster_35	6	YAP1	YWHAB	YWHAG	YWHAH	YWHAQ	YWHAZ
cluster_36	6	YWHAB	YWHAG	YWHAH	YWHAQ	YWHAZ	ZAK
cluster_37	5	ACD	POT1	TERF1	TERF2IP	TINF2
cluster_38	5	ACTR10	C1orf106	DCTN1	DCTN5	DCTN6
cluster_39	5	AGAP1	YWHAB	YWHAG	YWHAH	YWHAQ
cluster_40	5	AKIRIN2	PSMA2	PSMA5	PSMB2	PSMB3
cluster_41	5	ALKBH3	ASCC1	ASCC2	ASCC3	TRIP4
cluster_42	5	ALPK2	C15orf63	NAA10	NAA15	NAA16
cluster_43	5	ANAPC10	ANAPC13	ANAPC16	ANAPC5	C16orf87
cluster_44	5	ARHGAP22	PIP4K2A	PIP4K2B	PIP4K2C	PLCD3
cluster_45	5	ARHGEF6	ARHGEF7	GIT1	GIT2	NCKIPSD
cluster_46	5	ARHGEF6	ARHGEF7	GIT1	GIT2	PFDN1
cluster_47	5	ARHGEF6	ARHGEF7	GIT1	GIT2	SCRIB
cluster_48	5	ARHGEF6	ARHGEF7	GIT1	GIT2	SKP1
cluster_49	5	ARHGEF6	ARHGEF7	GIT1	GIT2	SYNC
cluster_50	5	ARHGEF6	ARHGEF7	GIT1	GIT2	TMEM154
cluster_51	5	ARID2	SMARCB1	SMARCC2	SMARCD1	SMARCE1
cluster_52	5	ATF6	DET1	RFWD2	STK40	TRIB1
cluster_53	5	ATP5A1	ATP5B	ATP5F1	ATP5ME	NTSR1
cluster_54	5	BCL7A	BCL7C	SMARCB1	SMARCC2	SS18
cluster_55	5	C15orf24	PLAC9	TMEM111	TMEM85	TMEM93
cluster_56	5	C1D	DIS3	EXOSC2	MPHOSPH6	WDR43
cluster_57	5	C5orf25	FAM178A	NDNL2	NSMCE1	SMC6
cluster_58	5	C6orf154	TBC1D5	VPS26A	VPS26B	VPS35
cluster_59	5	CCDC151	CCDC22	COMMD2	COMMD3	COMMD8
cluster_60	5	CCDC22	COMMD1	COMMD3	COMMD8	FAM167A
cluster_61	5	CCDC22	COMMD2	COMMD3	COMMD8	CTAGE5
cluster_62	5	CCNA2	CDC20	CDK2	CDKN1A	CKS1B
cluster_63	5	CCT2	CCT3	CCT5	CCT7	CDC20
cluster_64	5	CCT2	CCT3	CCT7	DCAF13	PDCL3
cluster_65	5	CCT2	CCT3	CCT7	DCAF7	TCP1
cluster_66	5	CD6	ERCC3	GTF2H1	GTF2H2	GTF2H4
cluster_67	5	CDC14B	GINS1	GINS2	GINS3	GINS4
cluster_68	5	COBRA1	RDBP	TH1L	WHSC2	XYLT1
cluster_69	5	COG1	COG2	COG5	COG6	COG8
cluster_70	5	COG3	COG5	COG6	COG7	VSIG2
cluster_71	5	COMMD1	COMMD4	COMMD5	COMMD6	COMMD9
cluster_72	5	COMMD10	COMMD2	COMMD3	COMMD4	COMMD7
cluster_73	5	COPS6	COPS7A	COPS7B	GPS1	RHOBTB1
cluster_74	5	CSNK1G2	GINS1	GINS2	GINS3	GINS4
cluster_75	5	DMWD	YWHAB	YWHAG	YWHAH	YWHAQ
cluster_76	5	DSN1	KIF2B	MIS12	SPC24	SPC25
cluster_77	5	DSN1	MIS12	NSL1	SPC24	SPC25
cluster_78	5	DSN1	MIS12	S100A6	SPC24	SPC25
cluster_79	5	EIF3A	EIF3E	EIF3H	EIF3M	GPBP1L1
cluster_80	5	EIF3C	EIF3E	EIF3H	EIF3M	PSMD12
cluster_81	5	FBXL19	MED10	MED17	MED20	MED21
cluster_82	5	FTL	L3MBTL2	MGA	PCGF6	PIPSL
cluster_83	5	GINS1	GINS2	GINS3	GINS4	PTP4A1
cluster_84	5	GTF2H1	GTF2H2	GTF2H3	GTF2H4	GTF2H5
cluster_85	5	HDAC1	MBD3L1	RBBP7	ZBTB2	ZNF219
cluster_86	5	HOMER1	HOMER2	HOMER3	MYPN	PALLD
cluster_87	5	HPCAL1	YWHAB	YWHAG	YWHAH	YWHAZ
cluster_88	5	ILK	LIMS1	PARVA	PARVB	RSU1
cluster_89	5	LAGE3	NUP43	OSGEP	TP53RK	TPRKB
cluster_90	5	LDB1	LHX6	SSBP2	SSBP3	SSBP4
cluster_91	5	LSR	YWHAB	YWHAG	YWHAH	YWHAQ
cluster_92	5	NAA10	NAA11	NAA15	NAA16	NAA50
cluster_93	5	NDNL2	NSMCE1	OBFC1	SMC5	SMC6
cluster_94	5	NDNL2	NSMCE4A	PJA1	SMC5	SMC6
cluster_95	5	PHKG2	PRKAA1	PRKAB1	PRKAB2	PRKAG1
cluster_96	5	POLR3K	PRKAA1	PRKAB1	PRKAB2	PRKAG1
cluster_97	5	POP5	POP7	RPP14	RPP21	RPP30
cluster_98	5	PRPF3	SNRNP27	SNRPE	SNRPG	SNRPN
cluster_99	5	PSMD10	PSMD13	PSMD3	PSMD8	UCHL5
cluster_100	5	RASSF8	YWHAB	YWHAG	YWHAH	YWHAZ
cluster_101	5	RGS3	SEPT10	SEPT11	SEPT2	SEPT8
cluster_102	5	SLC4A7	YWHAB	YWHAG	YWHAH	YWHAQ
cluster_103	5	SSFA2	YWHAB	YWHAG	YWHAH	YWHAQ
cluster_104	5	TBC1D5	VPS26A	VPS26B	VPS29	VPS35
cluster_105	5	YWHAB	YWHAG	YWHAH	YWHAQ	ZNF638
cluster_106	5	ZNF174	ZNF192	ZNF232	ZNF397	ZNF496
