cluster_0	12	PSMA1	PSMA2	PSMA5	PSMA7	PSMB1	PSMB2	PSMB3	PSMB4	PSMB7	PSMB9	PSME1	PSME2
cluster_1	9	CCDC22	CCDC93	COMMD1	COMMD2	COMMD3	COMMD4	COMMD6	COMMD8	NUP62
cluster_2	8	COPS2	COPS3	COPS6	COPS7B	COPS8	FEM1B	GPS1	MYEOV2
cluster_3	7	ACAD9	ECSIT	NDUFA13	NDUFAF1	NDUFAF4	NDUFB5	NDUFC2
cluster_4	7	C1D	EXOSC2	EXOSC4	EXOSC5	EXOSC7	MPHOSPH6	ZFC3H1
cluster_5	7	COPS2	COPS3	COPS5	COPS6	COPS7A	FBXL14	GPS1
cluster_6	7	DSN1	MIS12	NDC80	NSL1	NUF2	PMF1	TPST2
cluster_7	7	DSN1	MIS12	NSL1	S100A2	SPC24	SPC25	ZWINT
cluster_8	7	GPSM3	YWHAB	YWHAE	YWHAG	YWHAH	YWHAQ	YWHAZ
cluster_9	7	ISL2	LDB1	LMX1B	MFAP4	SSBP2	SSBP3	SSBP4
cluster_10	6	ANKRD39	COPS2	COPS6	COPS7A	GPS1	SKP2
cluster_11	6	ARHGEF6	ARHGEF7	GIT1	GIT2	YWHAG	YWHAH
cluster_12	6	C7orf30	MRPL30	MRPL47	MRPL50	MRPL51	PDGFB
cluster_13	6	CCNA2	CDK2	CDK3	CKS1B	CKS2	GMNN
cluster_14	6	CCT2	CCT3	CCT5	CCT6B	CCT7	METAP2
cluster_15	6	COMMD1	COMMD4	COMMD6	COMMD8	E2F6	TFDP1
cluster_16	6	EXTL3	NDUFA12	NDUFB3	NDUFB8	NDUFS4	NDUFV3
cluster_17	6	IFT20	IFT27	IFT57	RABL5	TTC30A	TTC30B
cluster_18	6	NDUFA12	NDUFA7	NDUFB8	NDUFS4	NDUFS6	VAPB
cluster_19	6	POP1	POP5	RPP14	RPP21	RPP25	RPP30
cluster_20	6	STX12	STX6	STX7	STX8	VAMP3	VTI1B
cluster_21	5	ACD	POT1	TERF1	TERF2IP	TINF2
cluster_22	5	ACTR10	C1orf106	DCTN1	DCTN5	DCTN6
cluster_23	5	AKIRIN2	PSMA2	PSMA5	PSMB2	PSMB3
cluster_24	5	ALKBH3	ASCC1	ASCC2	ASCC3	TRIP4
cluster_25	5	ALPK2	C15orf63	NAA10	NAA15	NAA16
cluster_26	5	ARHGAP22	PIP4K2A	PIP4K2B	PIP4K2C	PLCD3
cluster_27	5	ARID2	SMARCB1	SMARCC2	SMARCD1	SMARCE1
cluster_28	5	ATF6	DET1	RFWD2	STK40	TRIB1
cluster_29	5	ATP5A1	ATP5B	ATP5F1	ATP5ME	NTSR1
cluster_30	5	C15orf24	PLAC9	TMEM111	TMEM85	TMEM93
cluster_31	5	C1D	DIS3	EXOSC2	MPHOSPH6	WDR43
cluster_32	5	C5orf25	FAM178A	NDNL2	NSMCE1	SMC6
cluster_33	5	C6orf154	TBC1D5	VPS26A	VPS26B	VPS35
cluster_34	5	CCDC151	CCDC22	COMMD2	COMMD3	COMMD8
cluster_35	5	CCDC22	COMMD1	COMMD3	COMMD8	FAM167A
cluster_36	5	CCNA2	CDC20	CDK2	CDKN1A	CKS1B
cluster_37	5	CCT2	CCT3	CCT7	DCAF13	PDCL3
cluster_38	5	CCT2	CCT3	CCT7	DCAF7	TCP1
cluster_39	5	CD6	ERCC3	GTF2H1	GTF2H2	GTF2H4
cluster_40	5	CDC14B	GINS1	GINS2	GINS3	GINS4
cluster_41	5	COBRA1	RDBP	TH1L	WHSC2	XYLT1
cluster_42	5	COPS6	COPS7A	COPS7B	GPS1	RHOBTB1
cluster_43	5	EIF3A	EIF3E	EIF3H	EIF3M	GPBP1L1
cluster_44	5	EIF3C	EIF3E	EIF3H	EIF3M	PSMD12
cluster_45	5	FBXL19	MED10	MED17	MED20	MED21
cluster_46	5	FTL	L3MBTL2	MGA	PCGF6	PIPSL
cluster_47	5	HDAC1	MBD3L1	RBBP7	ZBTB2	ZNF219
cluster_48	5	HOMER1	HOMER2	HOMER3	MYPN	PALLD
cluster_49	5	ILK	LIMS1	PARVA	PARVB	RSU1
cluster_50	5	LAGE3	NUP43	OSGEP	TP53RK	TPRKB
cluster_51	5	MIS12	NDC80	NUF2	SPC24	SPC25
cluster_52	5	NDNL2	NSMCE1	OBFC1	SMC5	SMC6
cluster_53	5	NDNL2	NSMCE4A	PJA1	SMC5	SMC6
cluster_54	5	NSMCE1	NSMCE4A	SMC5	SMC6	ZNF597
cluster_55	5	PHKG2	PRKAA1	PRKAB1	PRKAB2	PRKAG1
cluster_56	5	PRPF3	SNRNP27	SNRPE	SNRPG	SNRPN
cluster_57	5	RGS3	SEPT10	SEPT11	SEPT2	SEPT8
cluster_58	5	ZNF174	ZNF192	ZNF232	ZNF397	ZNF496
cluster_59	4	ABI2	C10orf88	CYFIP2	NCKAP1
cluster_60	4	ADARB1	PRKRA	RPL35A	RRS1
cluster_61	4	ADIPOQ	C19orf63	TMEM111	TMEM85
cluster_62	4	AKAP11	AP2M1	PRKACB	PRKAR1B
cluster_63	4	AKAP7	PRKACB	PRKACG	PRKAR1B
cluster_64	4	AMHR2	RPS6KA1	RPS6KA2	RPS6KA3
cluster_65	4	AMIGO1	DNM1	DNM2	DNM3
cluster_66	4	ANKRD32	FAM178A	NSMCE4A	SMC5
cluster_67	4	AP1B1	AP1G1	AP1S2	PPP6R2
cluster_68	4	AP4B1	AP4E1	AP4S1	DISC1
cluster_69	4	APLF	LIG3	POLB	TDP1
cluster_70	4	ARHGEF6	ARHGEF7	GIT1	MED4
cluster_71	4	ARHGEF6	GIT1	GIT2	RABGGTB
cluster_72	4	ARHGEF7	CAMK4	GIT1	GIT2
cluster_73	4	ARIH1	KCTD10	KCTD13	TNFAIP1
cluster_74	4	ARRDC1	RCOR1	RCOR3	ZMYM2
cluster_75	4	ASB6	E2F6	L3MBTL2	MGA
cluster_76	4	ASH1L	KDM5C	MORF4L1	MORF4L2
cluster_77	4	ASH2L	HCFC2	RBBP5	WDR5
cluster_78	4	ATF7	BACH1	BATF3	CREB5
cluster_79	4	ATP6V0A1	ATP6V0A2	ATP6V0D2	GPRC5D
cluster_80	4	ATP6V0A1	ATP6V0A2	HBXIP	LAMTOR1
cluster_81	4	ATP6V1B2	ATP6V1D	ATP6V1G1	TBC1D24
cluster_82	4	ATXN7L3	FAM48A	TAF12	USP22
cluster_83	4	BCR	CSNK2A1	CSNK2A2	CSNK2B
cluster_84	4	BCR	YWHAB	YWHAG	YWHAH
cluster_85	4	BNIP1	CCDC107	STX18	STX5
cluster_86	4	BNIP1	NBAS	STX18	TEX28
cluster_87	4	BRD8	C20orf20	MORF4L1	S100A2
cluster_88	4	C10orf2	FAM120A	HNRNPC	PABPC5
cluster_89	4	C11orf49	C19orf20	EIF3F	LRRC49
cluster_90	4	C15orf23	DYNLL1	DYNLL2	SPAG5
cluster_91	4	C15orf24	COX4NB	SLC18A1	TMEM85
cluster_92	4	C15orf59	MED28	MED30	MED4
cluster_93	4	C17orf59	CYTB	UQCRH	UQCRQ
cluster_94	4	C17orf71	C19orf20	LRRC49	NICN1
cluster_95	4	C1orf85	TUBB	TUBB2A	TUBB2C
cluster_96	4	C20orf7	NDUFAF4	NDUFS3	NDUFS7
cluster_97	4	C3AR1	NDUFB3	NDUFB5	NDUFC2
cluster_98	4	C6orf222	YWHAE	YWHAG	YWHAZ
cluster_99	4	CAB39	CAB39L	STK11	STRADA
cluster_100	4	CAMK2A	CAMK2B	CAMK2D	CAMK2G
cluster_101	4	CAMKK2	PRKAA2	PRKAB1	PRKAG1
cluster_102	4	CAPZA1	CAPZA2	CAPZB	CCDC53
cluster_103	4	CASQ2	GTF3C1	GTF3C2	GTF3C3
cluster_104	4	CBX3	DSN1	MIS12	PMF1
cluster_105	4	CBX6	PCDHGB2	PCDHGB4	PCDHGB5
cluster_106	4	CCDC114	COG1	COG5	COG6
cluster_107	4	CCDC132	TSSC1	VPS53	VPS54
cluster_108	4	CCDC6	PPP4R2	SMEK1	SMEK2
cluster_109	4	CCNB2	CDK1	CDK17	CDKN1B
cluster_110	4	CCNC	CDK19	CDK8	DNAJC12
cluster_111	4	CCNH	CDK7	ERCC2	MNAT1
cluster_112	4	CCT2	CCT3	CCT5	HDAC3
cluster_113	4	CCT2	CCT5	CCT7	RFWD3
cluster_114	4	CD3EAP	POLR1D	POLR2F	ZNRD1
cluster_115	4	CD6	CIRH1A	WDR43	WDR75
cluster_116	4	CD97	ND5	NDUFB3	NDUFB8
cluster_117	4	CENPL	PRKRA	RPL13	RPLP0
cluster_118	4	CENPO	CENPP	CENPQ	ITGB3BP
cluster_119	4	CERKL	EIF3B	EIF3G	EIF3I
cluster_120	4	CHUK	IKBKB	IKBKG	MRFAP1L1
cluster_121	4	CIRH1A	MAD2L1	NOL11	WDR43
cluster_122	4	COBLL1	PACSIN1	PACSIN2	PACSIN3
cluster_123	4	COG2	COG6	COG7	DUSP16
cluster_124	4	COMMD1	COMMD4	COMMD6	OR13G1
cluster_125	4	COPS2	COPS6	COPS7B	KLHDC3
cluster_126	4	CORO1A	CORO1B	CORO1C	CORO6
cluster_127	4	COX7A2L	NAT8B	UQCRB	UQCRQ
cluster_128	4	CPNE5	DTNB	SNTB2	UTRN
cluster_129	4	CPSF6	FAM168A	WWP1	WWP2
cluster_130	4	CRNKL1	DNAJC17	ISY1	SYF2
cluster_131	4	CRY1	CRY2	CSNK1D	CSNK1E
cluster_132	4	CSRP2BP	MBIP	MYF6	YEATS2
cluster_133	4	CTDP1	POLR2G	POLR2L	RPRD1B
cluster_134	4	CUL4A	CUL4B	DDB2	RBX1
cluster_135	4	CUL4B	ERCC8	GPS1	MYEOV2
cluster_136	4	DDAH2	EPB41L1	EPB41L2	EPB41L3
cluster_137	4	DDX20	GEMIN4	HCST	SIP1
cluster_138	4	DDX20	GEMIN6	PLCD3	SIP1
cluster_139	4	DEPDC5	GLA	NPRL2	NPRL3
cluster_140	4	DHX37	H1FNT	LARP7	YBX2
cluster_141	4	DOCK4	ELMO1	ELMO2	ELMO3
cluster_142	4	DOK4	PHKA2	PHKB	PHKG2
cluster_143	4	DYNLL1	DYNLL2	FAM83D	HMMR
cluster_144	4	DYNLL1	DYNLL2	PRKACB	PRKACG
cluster_145	4	DYNLL1	DYNLL2	RSBN1	RSBN1L
cluster_146	4	E2F6	L3MBTL2	PCGF6	TFDP2
cluster_147	4	ECSIT	IPPK	LPAR1	NDUFAF1
cluster_148	4	EED	EZH1	EZH2	SUZ12
cluster_149	4	EEF2K	EPB41	EPB41L1	EPB41L3
cluster_150	4	EIF2B2	EIF2B4	EIF2B5	PCDH9
cluster_151	4	ENAH	EVL	FBLIM1	VASP
cluster_152	4	ENDOD1	FAM40A	STRN	STRN3
cluster_153	4	EXOC1	NDC80	NUF2	ZWINT
cluster_154	4	FAM189A2	YWHAG	YWHAQ	YWHAZ
cluster_155	4	FBXO45	MYCBP2	YWHAG	YWHAH
cluster_156	4	FTL	PIPSL	SKA1	SKA3
cluster_157	4	GDPD5	STX7	STX8	VTI1B
cluster_158	4	GEMIN6	GEMIN8	NCKIPSD	SIP1
cluster_159	4	GIMAP8	SRP54	SRP68	SRP72
cluster_160	4	GOLGB1	TMED10	TMED2	TMED5
cluster_161	4	GPRASP2	GYG2	GYS1	STBD1
cluster_162	4	GSTM2	GSTM3	GSTM4	GSTM5
cluster_163	4	HIF1AN	NFKB2	NFKBIB	REL
cluster_164	4	HLA-DQB1	NDUFA12	NDUFB8	NDUFB9
cluster_165	4	HPS3	HPS5	HPS6	TCL1B
cluster_166	4	IDI2	LMO4	SSBP2	SSBP4
cluster_167	4	IFT74	IFT81	JPH4	RABL5
cluster_168	4	ISY1	PPIE	SNW1	ZNF830
cluster_169	4	KCTD3	SHKBP1	SLC9A3R1	SLC9A3R2
cluster_170	4	LRP1	TUBB2A	TUBB2C	TUBB4
cluster_171	4	LSM5	PRPF3	PRPF4	ZGPAT
cluster_172	4	LZTS2	SIPA1L1	SIPA1L2	SIPA1L3
cluster_173	4	MAK16	RBM34	RPF2	TUB
cluster_174	4	MAMDC4	SUPT7L	TADA1	TAF6L
cluster_175	4	MDFI	STX6	STX8	VTI1B
cluster_176	4	MED1	MED13	MED23	MED4
cluster_177	4	MLLT1	PCGF1	RYBP	YAF2
cluster_178	4	MRPS17	MRPS25	MRPS34	PREPL
cluster_179	4	NAA10	NAA11	NAA16	NAA50
cluster_180	4	NDUFA12	NDUFS4	NDUFV3	TSHZ2
cluster_181	4	NDUFB3	NDUFB8	NDUFC2	SIDT2
cluster_182	4	NME1	NME1-NME2	NME3	NME4
cluster_183	4	NOL9	PELP1	SENP3	WDR18
cluster_184	4	NRBP1	SNX1	SNX2	SNX6
cluster_185	4	PCDHA10	PCDHA2	PCDHA7	PCDHA8
cluster_186	4	PDHB	PDK1	PDK2	PDK3
cluster_187	4	PGBD1	ZKSCAN4	ZNF174	ZNF396
cluster_188	4	PIH1D1	RPAP3	UXT	WDR92
cluster_189	4	POP4	RBM4B	RPP25	RPP40
cluster_190	4	PSMA7	PSMB3	PSMB9	RNF181
cluster_191	4	PSMD4	TMEM31	UBE3A	UCHL5
cluster_192	4	RPL18	RPL7A	RPL8	SPPL3
cluster_193	4	SEC11A	SPCS1	SPCS2	WNT6
cluster_194	4	SGOL1	USP46	WDR20	WDR48
cluster_195	4	SKI	SKIL	SMAD2	SMAD4
cluster_196	4	SNRPB	SNRPD3	SNRPN	TXNL4A
cluster_197	4	SPECC1L	YWHAG	YWHAH	YWHAQ
cluster_198	4	TCTEX1D2	TCTEX1D4	WDR34	WDR60
cluster_199	4	TPD52	TPD52L1	TPD52L2	TPD52L3
cluster_200	4	UQCR10	UQCRB	UQCRC1	UQCRC2
cluster_201	4	ZNF212	ZNF398	ZNF767	ZNF777
cluster_202	3	ABT1	DDX47	NOL10
cluster_203	3	ACSM1	GBP5	SLC22A16
cluster_204	3	ACTB	ACTC1	DUSP10
cluster_205	3	AIP	PRAMEF10	PRAMEF17
cluster_206	3	AKT1	AKT2	XAF1
cluster_207	3	AKTIP	FAM160A2	TNFSF13B
cluster_208	3	ALDH16A1	DERA	ERP29
cluster_209	3	ALDOA	ALDOB	ALDOC
cluster_210	3	AMDHD2	GNPDA1	GNPDA2
cluster_211	3	AMPH	BIN1	BIN2
cluster_212	3	ANAPC10	ANAPC13	C16orf87
